t	x	y
37.625	0	-0.0010726910961894572
37.75	0	0.0016827979643687287
37.875	0	0.0032375590482611764
38.	0	0.006836777723671013
38.125	0	0.010506706260451429
38.25	0	0.012660221422229903
38.375	0	0.012322553700704963
38.5	0	0.015549973156835121
38.625	0	0.015818802353662714
38.75	0	0.017646893874825854
38.875	0	0.017433869546269
39.	0	0.017742105414655186
39.125	0	0.01770009160903308
39.25	0	0.015953477653621394
39.375	0	0.015307252164877345
39.5	0	0.014554459701463714
39.625	0	0.014189742843532813
39.75	0	0.015102101944364624
39.875	0	0.012027704674990801
40.	0	0.011074068273661987
40.125	0	0.01139134558002838
40.25	0	0.007476436855755018
40.375	0	0.004506086453427592
40.5	0	0.004080447098099472
40.625	0	0.0025715748978683895
40.75	0	-0.00029243895312398995
40.875	0	-0.0012645766256133184
41.	0	-0.00554280047517786
41.125	0	-0.0048569231197861775
41.25	0	-0.00722609844080374
41.375	0	-0.010369373862135137
41.5	0	-0.012484686123966178
41.625	0	-0.013723970846248218
41.75	0	-0.011238448462456689
41.875	0	-0.015666263718357016
42.	0	-0.015246210402383043
42.125	0	-0.013172721188234275
42.25	0	-0.013530602125633449
42.375	0	-0.012890278707438581
42.5	0	-0.014695036467896773
42.625	0	-0.012929111609748394
42.75	0	-0.01202989792205126
42.875	0	-0.012544183328528484
43.	0	-0.009775433610852095
43.125	0	-0.008807957644010374
43.25	0	-0.007578973669105521
43.375	0	-0.006829179719904674
43.5	0	-0.004899582543567739
43.625	0	-0.0039095670229554146
43.75	0	-0.0026940092597786502
43.875	0	-0.0012941405478113651
44.	0	0.0023945072102804455
44.125	0	0.002371304433664508
44.25	0	0.004846931484154819
44.375	0	0.007748590683962988
44.5	0	0.00729987775135291
44.625	0	0.009115207704892513
44.75	0	0.011185485253539622
44.875	0	0.00961532612223683
45.	0	0.013282920754086224
45.125	0	0.013509441017302658
45.25	0	0.012470171639913905
45.375	0	0.010996366881140321
45.5	0	0.01120409861001697
45.625	0	0.013181874643944711
45.75	0	0.01063883008936158
45.875	0	0.0121036745010872
46.	0	0.009945306913542878
46.125	0	0.009268830593000385
46.25	0	0.009763219496644309
46.375	0	0.006072020591958217
46.5	0	0.0065483314024393285
46.625	0	0.00618942264832777
46.75	0	0.004763377101194779
46.875	0	0.0017929010295102959
47.	0	0.00014178921499426932
47.125	0	-0.003320389859123177
47.25	0	-0.0021994814136814473
47.375	0	-0.003084301406605973
47.5	0	-0.0035417300343114732
47.625	0	-0.0082712372919121
47.75	0	-0.006262042073185337
47.875	0	-0.01009558544234979
48.	0	-0.00818588039248896
48.125	0	-0.00837009969825435
48.25	0	-0.009860998736265784
48.375	0	-0.010005783436826362
48.5	0	-0.01258573481723605
48.625	0	-0.00890526334814888
48.75	0	-0.01137141592959727
48.875	0	-0.01203682365918908
49.	0	-0.010654127930262196
49.125	0	-0.00810702226358201
49.25	0	-0.008318541737989706
49.375	0	-0.008873835010969314
49.5	0	-0.00554342673134083
49.625	0	-0.005541160722641996
49.75	0	-0.0044435193602902585
49.875	0	-0.003161911645695536
50.	0	0.00023463564433102426
50.125	0	-0.00017993577265132773
50.25	0	0.0011033826352845324
50.375	0	0.0016717345403267645
50.5	0	0.00536757509409647
50.625	0	0.00316103222332293
50.75	0	0.005324301599296838
50.875	0	0.006303263516443155
51.	0	0.0076744298555184946
51.125	0	0.006622978173065267
51.25	0	0.008262976376079718
51.375	0	0.007128885561564678
51.5	0	0.008054437081466546
51.625	0	0.011300895680471873
51.75	0	0.00912419799321783
51.875	0	0.008117647276520278
52.	0	0.009581002647410129
52.125	0	0.010200848427383117
52.25	0	0.00840508014016186
52.375	0	0.007279095676057202
52.5	0	0.006395789981910594
52.625	0	0.0038185317705540164
52.75	0	0.005932865325067561
52.875	0	0.004289794636864764
53.	0	0.0007247473002262915
53.125	0	-0.000020163469458186426
53.25	0	-0.0010589304355781753
53.375	0	0.00009283969497514487
53.5	0	-0.0004402110977682926
53.625	0	-0.0020105437140385887
53.75	0	-0.0055345590240187025
53.875	0	-0.0030080396187479896
54.	0	-0.0046436949013944455
54.125	0	-0.005530835149178558
54.25	0	-0.00829501451129662
54.375	0	-0.006557352115779454
54.5	0	-0.007391460636513367
54.625	0	-0.006317956247824076
54.75	0	-0.007771342440881862
54.875	0	-0.006734801983635543
55.	0	-0.0070918428718592524
55.125	0	-0.007079497572491539
55.25	0	-0.007483073555954356
55.375	0	-0.0070444727953661935
55.5	0	-0.008033681825276782
55.625	0	-0.004246789379231022
55.75	0	-0.005033456522630931
55.875	0	-0.004756704256993333
56.	0	-0.0020940268421806144
56.125	0	-0.0005056091899214026
56.25	0	-0.0014225018106619814
56.375	0	0.001308922252124769
56.5	0	0.0005864158772084927
56.625	0	-0.00014066358964288667
56.75	0	0.0014418186626026723
56.875	0	0.0031135600852640185
57.	0	0.004181955836388196
57.125	0	0.006301616609498465
57.25	0	0.006829238643592128
57.375	0	0.00508223036950161
57.5	0	0.004933695192199611
57.625	0	0.004720883847563312
57.75	0	0.004784069402982222
57.875	0	0.007153179066969802
58.	0	0.007371848346659579
58.125	0	0.006487251468521592
58.25	0	0.005293040980809097
58.375	0	0.005900362777677918
58.5	0	0.004722240203392613
58.625	0	0.004823311800263101
58.75	0	0.0038004346522591574
58.875	0	0.005134999708241805
59.	0	0.002020529946314348
59.125	0	0.0030504754997065127
59.25	0	0.0009555811990553977
59.375	0	0.0018121439665707418
59.5	0	0.001204053328633912
59.625	0	-0.0024157944407313028
59.75	0	0.0004900489347682139
59.875	0	-0.0011234763204445936
60.	0	-0.003808150038873602
60.125	0	-0.004413638648523848
60.25	0	-0.005735338567100461
60.375	0	-0.005025444631234964
60.5	0	-0.004022224222382246
60.625	0	-0.007185446262104144
60.75	0	-0.006029632569787369
60.875	0	-0.005513588508529301
61.	0	-0.005378620223853221
61.125	0	-0.007389350898232904
61.25	0	-0.004364623240113513
61.375	0	-0.006672488628245147
61.5	0	-0.00584110149370953
61.625	0	-0.0037935918149078498
61.75	0	-0.004075818968799906
61.875	0	-0.005467559688952361
62.	0	-0.004515651282290936
62.125	0	-0.002990396667496185
62.25	0	-0.0006099603477355069
62.375	0	-0.0005150946923790029
62.5	0	-0.0008185270207819327
62.625	0	-0.002244851445505006
62.75	0	0.0013123397386204296
62.875	0	0.001824015902395228
63.	0	0.0028227596665729056
63.125	0	0.0036381186390208905
63.25	0	0.0010646899340081351
63.375	0	0.0051214756960243695
63.5	0	0.005048009662758462
63.625	0	0.005233638970126402
63.75	0	0.005126710371467073
63.875	0	0.005472445332808428
64.	0	0.004877699402049878
64.125	0	0.004127715659471381
64.25	0	0.0065608790583836195
64.375	0	0.003910545757510247
64.5	0	0.00333690458834672
64.625	0	0.0031286246195429916
64.75	0	0.004534848330053297
64.875	0	0.0026882821213007387
65.	0	0.0024908663858739365
65.125	0	0.001700732355551587
65.25	0	0.0007475652784562142
65.375	0	0.002740947186151349
65.5	0	0.0011676647897874187
65.625	0	0.0004044085518627131
65.75	0	0.0007836637275694656
65.875	0	-0.00007015856197573072
66.	0	-0.002532114947740811
66.125	0	-0.0006351425477506515
66.25	0	-0.00020290582095566648
66.375	0	-0.0026787302629433067
66.5	0	-0.003709082218008657
66.625	0	-0.0035631321088684426
66.75	0	-0.0021887464468970863
66.875	0	-0.003995598765177007
67.	0	-0.00559849136767739
67.125	0	-0.0039036844565880956
67.25	0	-0.006099145512549651
67.375	0	-0.00510465885708156
67.5	0	-0.005141166488291955
67.625	0	-0.003453590858708346
67.75	0	-0.002935861151249707
67.875	0	-0.003348663899351635
68.	0	-0.004913883131750518
68.125	0	-0.0030936663413257703
68.25	0	-0.003068894696120699
68.375	0	-0.0037521355237400346
68.5	0	0.00020860023750111315
68.625	0	0.0004312018317230036
68.75	0	-0.002392713071702473
68.875	0	0.00041399779179677814
69.	0	0.0006175559601934758
69.125	0	0.002024169417209602
69.25	0	0.00041175127072017417
69.375	0	0.0014413414736977434
69.5	0	0.0018738895447652515
69.625	0	0.00098455376448972
69.75	0	0.0015381764877420915
69.875	0	0.0028423024839421295
70.	0	0.0020009608328453356
70.125	0	0.0047805283244385195
70.25	0	0.0020207889507964216
70.375	0	0.0033503784911718686
70.5	0	0.005143167792727469
70.625	0	0.002955288522795576
70.75	0	0.003672743930426433
70.875	0	0.004601685943223387
71.	0	0.0048221638367900495
71.125	0	0.0016839976807318342
71.25	0	0.0034280412346155598
71.375	0	0.0014742498198251222
71.5	0	0.0008122987682668433
71.625	0	0.001970783797469558
71.75	0	0.000792599667333224
71.875	0	0.0004568947680455487
72.	0	0.0022347407894061284
72.125	0	-0.001173137753500989
72.25	0	0.00010021934422489915
72.375	0	-0.001638679092357014
72.5	0	-0.002777249731403985
72.625	0	-0.0036503217354244798
72.75	0	-0.0032926967587232035
72.875	0	-0.0013162364484602847
73.	0	-0.0012265824942750598
73.125	0	-0.00398596796900151
73.25	0	-0.0017967771699139714
73.375	0	-0.002433736488577652
73.5	0	-0.004810049565745787
73.625	0	-0.004542120259793821
73.75	0	-0.0012959626698419036
73.875	0	-0.0021346878445135673
74.	0	-0.0042258270578973516
74.125	0	-0.00452682139846567
74.25	0	-0.0037847949226839017
74.375	0	-0.0017750937306987829
74.5	0	-0.00011469867299864541
74.625	0	-0.0016642140693341543
74.75	0	-0.0008907819367849148
74.875	0	-0.002611644413911515
75.	0	-0.0005908801237464967
75.125	0	0.0004473327184835441
75.25	0	0.0016851745126251578
75.375	0	0.0024447777887825132
75.5	0	0.00044771646186784884
75.625	0	0.0009310861738121371
75.75	0	0.0017577442102271613
75.875	0	0.00046725237381790787
76.	0	0.003315501603326689
76.125	0	0.0041046218962041935
76.25	0	0.004089047754038098
76.375	0	0.001114985794307428
76.5	0	0.0014061453045657725
76.625	0	0.0033876400010564274
76.75	0	0.003589339845931601
76.875	0	0.0034200841583758514
77.	0	0.0039425465935674165
77.125	0	0.0009405660848534521
77.25	0	0.0006949846495655763
77.375	0	0.0015192726613987156
77.5	0	0.0037448998266230204
77.625	0	0.0012385068410160902
77.75	0	0.0009564141587515974
77.875	0	-0.00013095745070962404
78.	0	-0.0006234802089737367
78.125	0	0.0018184033564893308
78.25	0	-0.000042780235557893795
78.375	0	-0.00007351225614924818
78.5	0	0.001310294511242478
78.625	0	-0.0003335463503592363
78.75	0	-0.00033742060777606933
78.875	0	-0.0022362599855922064
79.	0	-0.00014268119863777157
79.125	0	-0.0006199334174190306
79.25	0	-0.001020820260919675
79.375	0	-0.0017956913829216435
79.5	0	-0.0007355055719865204
79.625	0	-0.003417556087577504
79.75	0	-0.0035984069500325675
79.875	0	-0.001285351120735777
80.	0	-0.0023241509001992577
80.125	0	-0.004054869349933746
80.25	0	-0.0038837434392228584
80.375	0	-0.0032763009235165213
80.5	0	-0.0008701191986564574
80.625	0	-0.000354722027400736
80.75	0	-0.00012694722813540518
80.875	0	-0.0018564753375985292
81.	0	-0.002874151056279431
81.125	0	-0.0008416853816327939
81.25	0	-0.000827309477843446
81.375	0	0.0011765882532087817
81.5	0	0.001318223596507261
81.625	0	0.0019698804631857504
81.75	0	-0.0006130632193056004
81.875	0	-0.0011297398679422886
82.	0	0.0023411713979746116
82.125	0	0.0011874136704985586
82.25	0	0.002809207140739029
82.375	0	0.00217100848513259
82.5	0	0.0035467140235277235
82.625	0	0.003145925426259816
82.75	0	0.0018253899616073415
82.875	0	0.003754767771632111
83.	0	0.0005793783485400544
83.125	0	0.0010478331144405705
83.25	0	0.001952753484991035
83.375	0	0.0014576872949386669
83.5	0	0.002158750048527507
83.625	0	-0.0002530038440320707
83.75	0	0.0026186194766094437
83.875	0	0.0028023617859822144
84.	0	-0.00034497842325019435
84.125	0	0.001339778253008871
84.25	0	0.0007258986112713865
84.375	0	0.001997940204385128
84.5	0	0.0018049333260425206
84.625	0	-0.000011238212481460913
84.75	0	0.001177711132839358
84.875	0	0.001268671799258699
85.	0	-0.0003010392392556465
85.125	0	0.00002603986052349377
85.25	0	-0.00004771495591143434
85.375	0	-0.00013327594632855824
85.5	0	-0.00249731726486467
85.625	0	0.0005226619623633056
85.75	0	-0.0014549248295018153
85.875	0	-0.0031643494745366846
86.	0	-0.00041938883328932744
86.125	0	-0.0012328536461192257
86.25	0	-0.0013651503982406502
86.375	0	-0.0014835300279781181
86.5	0	-0.00296331747232231
86.625	0	-0.0011057389077019039
86.75	0	-0.0014937146982115697
86.875	0	-0.002087849685915389
87.	0	0.0003437002666690247
87.125	0	-0.002006200446330701
87.25	0	-0.0011920011096420097
87.375	0	0.00008820440791339863
87.5	0	0.0011943458406519034
87.625	0	-0.0018247443664534634
87.75	0	0.001205439400510476
87.875	0	0.0019545761881625927
88.	0	-0.0008069371544150231
88.125	0	0.0014615023089353247
88.25	0	0.0013912428707328656
88.375	0	0.0015789974089411916
88.5	0	0.0028802877936888994
88.625	0	0.0021523086338922767
88.75	0	-0.00018795558112403373
88.875	0	0.0007626806483719694
89.	0	0.0007419737378947872
89.125	0	-0.00016112413409358835
89.25	0	0.003327214061214552
89.375	0	-0.0005373918724817816
89.5	0	0.00046539796533595927
89.625	0	0.0004188475390632841
89.75	0	-0.00018470186381196792
89.875	0	0.0024448792680207034
90.	0	0.0008192271400109115
90.125	0	0.002918339177147942
90.25	0	0.001907504369005193
90.375	0	0.00016183507429222475
90.5	0	0.0012568703416848718
90.625	0	-0.0016514939070671301
90.75	0	-0.0016094487868969659
90.875	0	-0.0017244670832778
91.	0	-0.0004009711211083539
91.125	0	-0.0016186022177267973
91.25	0	-0.000046582662597700756
91.375	0	0.0010925701803343275
91.5	0	0.001128205922232732
91.625	0	-0.0011794110353732334
91.75	0	-0.001799613067377857
91.875	0	-0.000024367017443484773
92.	0	-0.0028365662482122828
92.125	0	-0.002927263188589136
92.25	0	-0.0001895749399493387
92.375	0	-0.0021992489306716205
92.5	0	-0.002342780191420208
92.625	0	-0.002133472345541547
92.75	0	0.0006458243476734757
92.875	0	-0.002991800037115257
93.	0	-0.002005258105775046
93.125	0	0.0006092687673218351
93.25	0	-0.00001643222991410873
93.375	0	-0.0024557234370267936
93.5	0	-0.0006351679536595246
93.625	0	0.0005789956090454674
93.75	0	0.00002340550966792174
93.875	0	0.0011426362554631394
94.	0	0.0011289434659606042
94.125	0	-0.0005561688870276517
94.25	0	0.00020988610596981436
94.375	0	0.0004744228384874217
94.5	0	0.0009906774891386906
94.625	0	0.0022578421062435065
94.75	0	0.0023975076181965934
94.875	0	-0.000228715139210021
95.	0	-0.0004474698861616183
95.125	0	0.0023116897564803294
95.25	0	-0.00048364848016324525
95.375	0	0.0018276423635300355
95.5	0	0.0008475643631489283
95.625	0	0.0026837541653819074
95.75	0	0.0012078617781059009
95.875	0	0.0024602259241996013
96.	0	0.0027250814840824806
96.125	0	-0.0008490983618619967
96.25	0	0.0024757140014628827
96.375	0	0.002152649958542631
96.5	0	0.0005020865835886513
96.625	0	-0.000627861596211402
96.75	0	0.0009366286064895247
96.875	0	0.002004306867269062
97.	0	0.0008615248259772059
97.125	0	-0.0007531858171300373
97.25	0	0.0007185985278272409
97.375	0	-0.0005243406870339486
97.5	0	-0.0012182322613500285
97.625	0	0.00022600388185715583
97.75	0	-0.0018665957610613845
97.875	0	0.0008370333052931775
98.	0	-0.0013457982973547507
98.125	0	-0.0014163659648003747
98.25	0	-0.0016847916729010484
98.375	0	0.0002228167136405666
98.5	0	-0.0008588553057066667
98.625	0	-0.002629476073252472
98.75	0	-0.00033763052754582647
98.875	0	-0.0010290011854325062
99.	0	0.0007499476744417252
99.125	0	-0.0016739341934556666
99.25	0	0.00046820128018861223
99.375	0	-0.0005751942740477859
99.5	0	0.0008596598571639111
99.625	0	0.00025154582199733125
99.75	0	-0.002146073162973753
99.875	0	-0.0019126857443891906
100.	0	0.001170181321736825
100.125	0	-0.0010749043489921175
100.25	0	-0.001905301923011556
100.375	0	-0.001443489195134667
100.5	0	-0.001544159432184629
100.625	0	-0.0007906450304744059
100.75	0	-0.0010549262614886487
100.875	0	0.0009732852144232557
101.	0	-0.0010541125262521014
101.125	0	-0.0005625762071280721
101.25	0	0.0003782539687546381
101.375	0	0.0020871875354414545
101.5	0	-0.0007273459183794704
101.625	0	0.0021964737621223544
101.75	0	-0.001085542359080646
101.875	0	0.0011900380267883294
102.	0	0.00003039327620238722
102.125	0	-0.001206477449532926
102.25	0	-0.0012154136329100736
102.375	0	0.0014687678139779004
102.5	0	0.000894165496629814
102.625	0	0.000738651179059345
102.75	0	0.0023014056521192647
102.875	0	0.00014150318757702462
103.	0	0.0022133041513838626
103.125	0	0.0009329950821050702
103.25	0	0.0018165376544557977
103.375	0	0.0009594707273841926
103.5	0	-0.00007335124790543098
103.625	0	-0.0020549069499820475
103.75	0	-0.001385513064871331
103.875	0	-0.0020493193662823347
104.	0	0.0009233265460033347
104.125	0	-0.00017020808091074737
104.25	0	-0.0023491221848223574
104.375	0	0.0002960910388685648
104.5	0	-0.0007043197130062592
104.625	0	0.00029391888564981423
104.75	0	-0.0024949478257913493
104.875	0	0.0011751336543856941
105.	0	0.0010935629808342367
105.125	0	-0.002131151387026376
105.25	0	-0.0013479382880200905
105.375	0	0.0014130669877966595
105.5	0	0.0005852974060949514
105.625	0	0.0011904154358009518
105.75	0	0.0005926496086955016
105.875	0	-0.0002210542919418988
106.	0	-0.0003321753501508731
106.125	0	-0.0008187179761521119
106.25	0	0.00047953503514731047
106.375	0	0.001190294182717217
106.5	0	-0.0009957233733711283
106.625	0	0.0008246285185544831
106.75	0	0.0011054265462457497
106.875	0	0.0016346732584273552
107.	0	0.0017294434951248753
107.125	0	0.00016008882857116225
107.25	0	0.0022783602791111458
107.375	0	0.0015659043025496025
107.5	0	0.002074781367833679
107.625	0	0.002406883177758896
107.75	0	0.0024597655793554456
107.875	0	0.00008012881551903414
108.	0	-0.0009760229303927812
108.125	0	-0.0006474668343100266
108.25	0	-0.00026888670172720605
108.375	0	0.0006919447246383224
108.5	0	-0.0009731034550570373
108.625	0	0.0008995676487275283
108.75	0	0.0007897863686168811
108.875	0	0.001015844439784144
109.	0	0.00013885383495523072
109.125	0	0.0011306039015632845
109.25	0	0.001815843042771859
109.375	0	-0.001559889808384383
109.5	0	-0.000484391045054269
109.625	0	-0.001243315094084106
109.75	0	-0.0014425200223400628
109.875	0	0.0011800547076725898
110.	0	0.0010472156547840833
110.125	0	0.000583901337129723
110.25	0	-0.0004037800367555154
110.375	0	0.0005314487999455216
110.5	0	-0.001314748883889717
110.625	0	0.00037381488740649614
110.75	0	-0.0014859539714600217
110.875	0	-0.0015316342983462828
